predicted_asym,true_asym
0.9931231536768947,-5.0446243332715
0.8725167359733494,4.0354182089646145
-0.821824505400129,-5.759692569413112
2.0818381130411714,-2.493334639721411
-0.4932647759687945,-6.511140319613503
1.3905358884290717,1.1036030265514114
9.74001578766082,12.51122849266929
-3.3450651261789557,0.021640815331494423
2.487240082167282,-0.9285206321610957
1.6755137617331757,-8.425953182362107
10.584255307638816,-0.6600707646723833
0.9330353909106217,11.607969877894796
-0.3196119546861611,-13.538300355459995
-1.2631139158071734,-3.7740776426866134
-0.6841034498463715,1.1198614623707002
-0.46175801536967487,-15.052031703642996
0.4677343123470265,-0.1946759647935039
0.4741268696887373,-1.0681313151327032
1.7706048848738463,-2.636596275091293
14.488923309567417,5.502358956263194
-1.0683552995488501,9.27391438889508
-1.636719717834362,-5.687886404754387
-9.958491420449286,-17.755347777175587
-3.449315623408428,-18.858212491094704
5.368222679161961,-0.6975785456289998
-4.636611919580891,-1.5449391553540863
-0.7199778591904602,-2.2799309138178074
0.20157523124355003,-12.04256514222979
5.06559697572104,1.9800676903416985
-6.92870340011124,10.241658280312109
-2.663336939792453,-2.843391197322589
-3.9784800060612175,-1.2680288894282086
-5.411252653308493,-3.086109067525797
-6.932286771139299,7.133979897933102
-4.993386026469377,-1.9055821071384926
-2.293298909822665,2.338035932344596
-6.52672411411744,-11.525275370256715
-4.628474483978959,2.4264038404920143
-0.5663360448928427,0.5568975232908997
5.143353900303618,-17.058755676045408
5.423886502312349,3.054703468434795
10.084744428173792,5.993602897937507
2.975996731975749,-6.819198651561493
-1.5029831851339064,-7.351886516074401
3.352705295458283,-8.818619651952204
-4.5089241740192225,-7.186636881077909
2.9987070364491912,4.407887022383214
2.5595397462035954,0.2942026870964014
1.5841148317893352,21.648382640762506
-0.3869212745744177,5.289644989900495
2.1986293769877583,5.066995851568109
4.965590094507883,-15.362636785649087
-1.948864752255148,-6.286205448024589
-4.233815373803218,0.6187833380278036
4.763842111323412,0.41524541667880044
2.472024822809431,3.119556252270897
2.9806149016787615,-4.695757539786598
0.6734741945542896,-2.2458534398547982
14.043331146081671,8.959790370851472
4.431816560007864,8.607644809022716
1.417103120787595,13.783670416664975
-3.252957515945093,-5.164018042477295
2.9479161507790255,9.0195109002643
-5.033495526079084,-6.226236894349
-3.760547250437584,-2.130937094763098
3.4619663286403584,2.0257253894518925
2.96807221985061,10.68848822212911
6.521087385027712,1.1465473545091953
3.123699942196885,-1.2805399601720069
0.4337209738765188,0.18684144070660125
-4.017118674073462,-1.1966245553760047
23.22886516472472,14.204420255773599
4.382235523170105,5.175893157312501
-6.890847357657951,-14.7050033647228
1.5928504462032038,-7.822050778726492
11.025843733933767,5.416353433910999
-6.250756624509224,4.7980724205662
0.4774459470513379,2.7645311816232976
1.7346389156421969,-2.589275690746099
8.97191371481022,21.061543690773007
2.2228517805621815,3.3763407536894974
4.14171267493365,-14.077089198389693
17.55394109322332,6.326521290588602
7.461209978406744,20.708087360556405
8.142680903057371,20.158500707717494
5.996705972936037,22.219366361341798
3.5815872374409405,4.368744254040848
-4.066701922611497,1.7074412853554009
2.05173830034256,-5.574634990784489
1.9826529865571094,17.594743555335093
2.9234554991630213,15.390056050652404
-1.1631925544679533,-3.399086903795009
2.712585115175136,3.778783926109
4.586576847279021,11.013168446467887
-0.2985033033437967,-0.1371506250340957
1.6823807671079885,-3.773510208139996
1.0799561315017259,22.43889610082151
-2.728226392696848,6.585235711151995
7.2834694752226445,32.795589250465085
1.724360236072613,19.4489753100288
21.127650115751734,19.770678453731
1.7410607232786464,5.7135409566323005
1.2299439546642315,12.747098853838203
-2.1403555049616823,-4.194236011861108
3.6296365158558084,10.167903254704584
-6.201498609718149,-6.999074630401921
-7.573602928093554,-2.536120249961627
-1.1230431169475843,-10.858184193344087
-0.7630858811015617,-4.279614157975601
-4.38540371292302,-10.285916067210906
2.167072036483054,-8.169206864726398
6.8761445404776715,11.438976065978295
4.175178829498999,-5.154205642628604
-0.8294756517961591,-0.2578083086720966
2.639333338157652,-0.698785785463798
-2.137243994071313,1.8985244402084902
2.137448971396833,20.782223754498105
-4.1319218428333,-7.580033260101189
-3.058091399473127,4.018733271749404
2.3031465622234437,-3.6743898083860955
1.6342747503926394,-0.7606471847523011
0.6941971510449093,-4.757629469818184
0.5492592461493438,13.933423959712016
8.601122485306691,-8.715374433170503
3.3179189206096735,9.894338227939897
6.113905752648208,1.0233515323123044
0.7201213669429631,-6.748529192446796
-0.37124691680085775,2.7988014297955033
3.9503061915011184,-1.8092049409471826
4.295162749995107,-2.686965765958419
-3.989191324580174,-1.5860178844865942
0.21662039413263445,0.8464361253311381
2.50516844587697,2.70743590585721
4.667486385450891,9.856166367138002
-7.491462783761355,-0.8239144660421829
-0.8789221347597317,2.1225915975499987
-0.8537117381003083,6.399488047350914
2.3377426396806964,4.596010324544196
-5.199243672852942,-15.983590860902297
3.712259374696009,-9.516452225202599
-2.432516608813892,-3.5807763714173007
-0.9398896605673712,-3.160467586850501
3.9857254095500574,-0.2060809405701889
6.16857646488428,-4.688619544822188
-1.3687173729062692,-7.186843724352897
-0.051425801314928965,-4.591695630817114
4.633438936000166,2.6612033631003698
1.3981143541105567,1.184257919957389
15.00452123474433,17.38546445616761
-3.0119355038292404,-3.560743170742086
0.41657693614897945,-0.6316725174150974
-4.051109035762163,-17.238783326611397
4.47294909181653,-0.09896818025799803
19.152695291554497,0.8532251176345937
-1.3967535777742555,8.508035980144896
3.1526252162272637,6.298536356248206
-4.051295546153495,-1.1553063031715851
15.213304137739952,16.973327196027398
3.3415707042296465,19.9889002702649
-3.1710367296090674,-21.100258186221296
-9.14551477743248,-3.3918446479895152
-3.2300253887696146,-4.667762656970595
-0.23917886225624035,2.529667178153005
2.15996427225847,-6.035828629205213
3.642739697396903,-4.024250425070804
1.1466394487768496,-3.50396497284909
